0.000000 0.000000 
16.984615 0.000000 
17.153846 1.000000 
17.220513 2.000000 
17.287179 3.000000 
17.353846 4.000000 
17.420513 5.000000 
17.487179 6.000000 
17.687179 7.000000 
17.753846 8.000000 
17.820513 9.000000 
17.887179 10.000000 
17.953846 11.000000 
18.020513 12.000000 
18.153846 13.000000 
18.848109 14.000000 
20.891849 15.000000 
22.957836 16.000000 
30.153846 17.000000 
30.220513 18.000000 
30.287179 19.000000 
30.353846 20.000000 
30.420513 21.000000 
34.153846 22.000000 
34.420513 23.000000 
34.487179 24.000000 
34.553846 25.000000 
34.715521 26.000000 
35.839943 27.000000 
36.373899 28.000000 
47.153846 29.000000 
47.153846 30.000000 
47.220513 31.000000 
47.353846 32.000000 
47.420513 33.000000 
47.620513 34.000000 
47.687179 35.000000 
47.783150 36.000000 
47.953846 37.000000 
48.220513 38.000000 
53.131198 39.000000 
53.019058 40.000000 
60.220513 40.000000 
64.287179 40.000000 
64.353846 40.000000 
64.509657 40.000000 
64.553846 40.000000 
64.620513 40.000000 
64.753846 40.000000 
64.820513 40.000000 
64.953846 40.000000 
65.153846 40.000000 
65.661761 40.000000 
66.096444 40.000000 
66.992170 40.000000 
77.153846 40.000000 
77.153846 40.000000 
77.220513 40.000000 
77.353846 40.000000 
77.420513 40.000000 
77.553846 40.000000 
77.737611 40.000000 
77.753846 40.000000 
78.289758 40.000000 
79.377000 40.000000 
80.000000 39.000000 
80.030769 38.000000 
80.061538 37.000000 
80.092308 36.000000 
80.123077 35.000000 
80.153846 34.000000 
80.184615 33.000000 
80.215385 32.000000 
80.246154 31.000000 
80.276923 30.000000 
80.307692 29.000000 
80.338462 28.000000 
80.369231 27.000000 
80.400000 26.000000 
80.430769 25.000000 
80.461538 24.000000 
80.492308 23.000000 
80.523077 22.000000 
80.553846 21.000000 
80.584615 20.000000 
80.615385 19.000000 
80.646154 18.000000 
80.676923 17.000000 
80.707692 16.000000 
80.738462 15.000000 
80.769231 14.000000 
80.800000 13.000000 
80.830769 12.000000 
80.861538 11.000000 
80.892308 10.000000 
80.923077 9.000000 
80.953846 8.000000 
80.984615 7.000000 
81.015385 6.000000 
81.046154 5.000000 
81.076923 4.000000 
81.107692 3.000000 
81.138462 2.000000 
81.169231 1.000000 
81.200000 0.000000 
82.839671 1.000000 
81.004277 2.000000 
82.753714 3.000000 
84.445382 4.000000 
84.628168 5.000000 
84.758338 6.000000 
87.041398 7.000000 
90.338462 8.000000 
90.400000 9.000000 
90.584615 10.000000 
90.676923 11.000000 
90.800000 12.000000 
90.861538 13.000000 
91.046154 14.000000 
91.076923 15.000000 
91.107692 16.000000 
91.138462 17.000000 
91.169231 18.000000 
94.220513 19.000000 
94.420513 20.000000 
94.487179 21.000000 
94.553846 22.000000 
94.620513 23.000000 
95.603980 24.000000 
96.952863 25.000000 
97.000000 24.000000 
97.030769 23.000000 
97.061538 22.000000 
97.092308 21.000000 
97.123077 20.000000 
97.153846 19.000000 
97.184615 18.000000 
97.215385 17.000000 
97.246154 16.000000 
97.276923 15.000000 
97.307692 14.000000 
97.338462 13.000000 
97.369231 12.000000 
97.400000 11.000000 
97.430769 10.000000 
97.461538 9.000000 
97.492308 8.000000 
97.523077 7.000000 
97.553846 6.000000 
97.584615 5.000000 
97.615385 4.000000 
97.646154 3.000000 
97.676923 2.000000 
97.707692 1.000000 
98.183633 0.000000 
107.153846 1.000000 
107.153846 2.000000 
107.353846 3.000000 
107.369231 4.000000 
107.487179 5.000000 
107.553846 6.000000 
107.615385 7.000000 
107.620513 8.000000 
107.738462 9.000000 
107.892308 10.000000 
107.953846 11.000000 
107.984615 12.000000 
108.985129 13.000000 
110.164899 14.000000 
112.504059 15.000000 
112.627602 16.000000 
112.925555 17.000000 
120.153846 18.000000 
124.220513 19.000000 
124.287179 20.000000 
124.353846 21.000000 
124.420513 22.000000 
124.487179 23.000000 
124.687179 24.000000 
124.753846 25.000000 
125.279464 26.000000 
137.153846 27.000000 
137.153846 28.000000 
137.287179 29.000000 
137.420513 30.000000 
137.487179 31.000000 
137.620513 32.000000 
137.687179 33.000000 
141.577776 34.000000 
150.120513 35.000000 
154.153846 36.000000 
154.287179 37.000000 
154.420513 38.000000 
154.487179 39.000000 
157.099388 40.000000 
160.000000 39.000000 
160.030769 38.000000 
160.061538 37.000000 
160.092308 36.000000 
160.123077 35.000000 
160.153846 34.000000 
160.184615 33.000000 
160.215385 32.000000 
160.246154 31.000000 
160.276923 30.000000 
160.307692 29.000000 
